,Unnamed: 0,Name,Company,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(km/kg),Engine(cc),Power(bhp),Seats,Price(in Lakh)
4749,4837,Hyundai EON Sportz,Hyundai,Kochi,2017,46897,Petrol,Manual,First,21.1,814,55.2,5,3.61
4750,4838,Honda Brio S,Honda,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198,86.8,5,4.29
4751,4839,Nissan Micra XV,Nissan,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198,75,5,2.13
4752,4840,Maruti Alto LXi,Maruti,Mumbai,2008,54000,Petrol,Manual,First,19.7,796,46.3,5,1.1
4753,4841,BMW 3 Series,BMW,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995,190,5,13.95
4754,4842,Volkswagen Polo 1.2,Volkswagen,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198,74,5,5.35
4755,4843,Maruti Celerio LXI,Maruti,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998,67.04,5,3.9
4756,4844,Maruti Wagon R,Maruti,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197,81.8,5,2.8
4757,4845,Maruti Ciaz ZDi,Maruti,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248,88.5,5,8.75
4758,4846,Audi A4 2.0,Audi,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968,147.51,5,19.5
4759,4847,Honda Brio S,Honda,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198,86.8,5,2.75
4760,4848,Mahindra Scorpio VLX,Mahindra,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179,120,8,8
4761,4849,Honda City i,Honda,Delhi,2014,66500,Diesel,Manual,First,26,1498,98.6,5,5.7
4762,4850,BMW X1 sDrive20d,BMW,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995,184,5,12.5
4763,4851,Chevrolet Spark 1.0,Chevrolet,Chennai,2011,29000,Petrol,Manual,Second,18,995,62,5,1.75
4764,4852,Ford Figo Diesel,Ford,Chennai,2010,107389,Diesel,Manual,Second,20,1399,68,5,1.9
4765,4853,Maruti Swift VXI,Maruti,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197,81.8,5,4.5
4766,4854,Mercedes-Benz New C-Class,Mercedes-Benz,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143,170,5,30.3
4767,4855,Skoda Octavia Elegance,Skoda,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968,141,5,16
4768,4856,BMW X3 xDrive20d,BMW,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995,190,5,32.78
4769,4857,Hyundai EON Era,Hyundai,Jaipur,2015,54680,Petrol,Manual,First,21.1,814,55.2,5,2.5
4770,4858,Audi A4 35,Audi,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968,187.74,5,43
4771,4859,Ford Figo 2015-2019,Ford,Kochi,2017,23977,Petrol,Manual,First,18.16,1196,86.8,5,5.38
4772,4860,Maruti Alto K10,Maruti,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998,67.1,5,2.65
4773,4861,Maruti Alto 800,Maruti,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796,47.3,5,3.3
4774,4862,Mercedes-Benz New C-Class,Mercedes-Benz,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143,167.62,5,34
4775,4863,Hyundai Santro D,Hyundai,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086,68,5,0.7
4776,4864,Hyundai Xcent 1.1,Hyundai,Kochi,2017,32257,Diesel,Manual,First,24.4,1120,71,5,6.83
4777,4865,Honda Amaze S,Honda,Kochi,2016,46983,Diesel,Manual,First,25.8,1498,98.6,5,5.77
4778,4866,Maruti Swift Vdi,Maruti,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248,75,5,3.1
4779,4867,Volkswagen Polo 1.2,Volkswagen,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199,74,5,4.95
4780,4868,Audi A4 2.0,Audi,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968,174.33,5,16.25
4781,4869,Land Rover Range,Land,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367,308,7,52.54
4782,4870,Mahindra XUV500 W8,Mahindra,Chennai,2011,128000,Diesel,Manual,Third,16,2179,140,7,6.4
4783,4871,Ford Endeavour 2.5L,Ford,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499,141,7,6.95
4784,4872,Tata Indica V2,Tata,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396,53.5,5,0.85
4785,4873,Maruti Baleno Alpha,Maruti,Chennai,2016,16000,Petrol,Manual,First,21.4,1197,83.1,5,6.95
4786,4874,Hyundai Xcent 1.1,Hyundai,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120,71,5,3.45
4787,4875,Honda Civic 2006-2010,Honda,Delhi,2008,80000,Petrol,Manual,First,13.5,1799,130,5,2.75
4788,4876,Hyundai i20 Sportz,Hyundai,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197,81.83,5,4.95
4789,4877,Tata Nexon 1.2,Tata,Coimbatore,2018,17477,Petrol,Manual,First,17,1198,108.5,5,9.62
4790,4878,Hyundai i20 Sportz,Hyundai,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197,81.83,5,6.79
4791,4879,Maruti Swift Dzire,Maruti,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197,85.8,5,4.5
4792,4880,Maruti Wagon R,Maruti,Kochi,2014,52431,Petrol,Manual,First,22.5,998,67.04,5,3.01
4793,4881,Hyundai i20 Sportz,Hyundai,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396,88.76,5,4.4
4794,4882,Toyota Fortuner 4x2,Toyota,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982,168.5,7,17.49
4795,4883,Hyundai i10 Sportz,Hyundai,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197,78.9,5,4.66
4796,4884,Hyundai Grand i10,Hyundai,Chennai,2015,25000,Petrol,Manual,First,18.9,1197,82,5,5.5
4797,4885,Hyundai i20 Asta,Hyundai,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197,81.83,5,6
4798,4887,Maruti Vitara Brezza,Maruti,Kochi,2018,57078,Diesel,Manual,First,24.3,1248,88.5,5,10.19
4799,4888,Honda Amaze S,Honda,Kochi,2016,47471,Diesel,Manual,First,25.8,1498,98.6,5,5.25
4800,4889,Mercedes-Benz M-Class ML,Mercedes-Benz,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143,203.2,5,45
4801,4890,Hyundai i20 Sportz,Hyundai,Ahmedabad,2010,62000,Diesel,Manual,First,23,1396,90,5,2.7
4802,4891,Hyundai i10 Era,Hyundai,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086,68.05,5,3.39
4803,4892,Maruti Swift Dzire,Maruti,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248,74,5,5.69
4804,4893,BMW Z4 2009-2013,BMW,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979,306,2,58.54
4805,4894,Maruti Baleno Alpha,Maruti,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248,74,5,8.4
4806,4895,Chevrolet Beat Diesel,Chevrolet,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936,57.6,5,2.5
4807,4896,Honda Brio V,Honda,Pune,2012,59000,Petrol,Manual,First,19.4,1198,86.8,5,3.25
4808,4897,Ford Figo Diesel,Ford,Mumbai,2014,33000,Diesel,Manual,Second,20,1399,68.05,5,3.25
4809,4898,Maruti Celerio VXI,Maruti,Pune,2016,36789,Petrol,Automatic,First,23.1,998,67.04,5,4.25
4810,4899,Mercedes-Benz New C-Class,Mercedes-Benz,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143,170,5,18.5
4811,4901,Honda Brio S,Honda,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198,86.8,5,4.25
4812,4902,Maruti Baleno Alpha,Maruti,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197,83.1,5,8.85
4813,4903,Hyundai EON Sportz,Hyundai,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814,55.2,5,4.14
4814,4904,Toyota Prius 2009-2016,Toyota,Mumbai,2011,44000,Electric,Automatic,First,18.13496094,1798,73,5,12.75
4815,4905,Hyundai i20 1.4,Hyundai,Hyderabad,2015,68525,Diesel,Manual,First,23,1396,90,5,7
4816,4906,Ford Endeavour 3.2,Ford,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198,197,7,33
4817,4907,Honda City i-VTEC,Honda,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497,117.3,5,10
4818,4908,Maruti SX4 ZDI,Maruti,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248,88.8,5,3.53
4819,4909,Chevrolet Optra Magnum,Chevrolet,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598,102.5,5,1.35
4820,4910,Volkswagen Vento Diesel,Volkswagen,Delhi,2013,75000,Diesel,Manual,First,20.54,1598,103.6,5,4.5
4821,4911,Honda City V,Honda,Pune,2012,69000,Petrol,Manual,First,16.8,1497,116.3,5,4.9
4822,4912,Hyundai Creta 1.6,Hyundai,Kochi,2016,52553,Diesel,Manual,First,19.67,1582,126.2,5,12.26
4823,4913,Hyundai Xcent 1.1,Hyundai,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120,71,5,3.99
4824,4914,Mercedes-Benz GLC 220d,Mercedes-Benz,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143,170,5,46.95
4825,4915,Ford Figo Diesel,Ford,Hyderabad,2015,65542,Diesel,Manual,First,20,1399,68,5,3.8
4826,4916,Volkswagen Jetta 2007-2011,Volkswagen,Ahmedabad,2013,68008,Diesel,Manual,Second,15,1896,105,5,6.75
4827,4917,Mahindra TUV 300,Mahindra,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493,100,7,8.75
4828,4918,Ford Ecosport 1.5,Ford,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499,110,5,5.2
4829,4919,Hyundai Verna 1.6,Hyundai,Kochi,2017,19387,Petrol,Manual,First,17.1,1591,121.3,5,8.42
4830,4920,Maruti Wagon R,Maruti,Pune,2014,58000,CNG,Manual,First,26.6,998,58.16,5,3
4831,4921,Hyundai i20 Sportz,Hyundai,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197,81.83,5,5.75
4832,4922,Audi A4 New,Audi,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968,140.8,5,9.75
4833,4923,Nissan Micra Active,Nissan,Delhi,2015,28500,Petrol,Manual,First,19.49,1198,67.04,5,3.5
4834,4924,Mercedes-Benz M-Class ML,Mercedes-Benz,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143,203.2,5,30
4835,4925,Land Rover Discovery,Land,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179,147.5,5,35
4836,4926,Hyundai Creta 1.6,Hyundai,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591,121.3,5,13.25
4837,4927,Skoda Rapid 1.6,Skoda,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598,103.5,5,3.65
4838,4928,Maruti Swift Dzire,Maruti,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248,74,5,5.25
4839,4929,Hyundai Creta 1.6,Hyundai,Delhi,2016,69000,Petrol,Manual,First,15.8,1591,121.3,5,9.7
4840,4930,Hyundai Grand i10,Hyundai,Coimbatore,2017,60993,Diesel,Manual,First,24,1120,70,5,5.21
4841,4931,Mahindra TUV 300,Mahindra,Pune,2016,67000,Diesel,Manual,First,18.49,1493,100,7,6.3
4842,4932,Hyundai Grand i10,Hyundai,Kochi,2014,51134,Diesel,Manual,First,24,1120,70,5,4.72
4843,4933,BMW X5 xDrive,BMW,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993,245,5,28
4844,4934,Maruti Dzire AMT,Maruti,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248,73.75,5,8.37
4845,4935,Toyota Fortuner 4x4,Toyota,Delhi,2012,68350,Diesel,Manual,First,12.55,2982,168.5,7,14
4846,4936,Audi A6 2011-2015,Audi,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968,174.33,5,36
4847,4937,Honda Jazz 1.5,Honda,Pune,2015,97000,Diesel,Manual,First,27.3,1498,98.6,5,6.4
4848,4938,Audi Q7 4.2,Audi,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134,335.2,7,51.69
4849,4939,Mahindra Scorpio 2009-2014,Mahindra,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179,120,7,8
4850,4940,Chevrolet Cruze LTZ,Chevrolet,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991,147.9,5,9.8
4851,4941,Chevrolet Beat Diesel,Chevrolet,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936,57.6,5,2.7
4852,4942,Audi A4 35,Audi,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5,24.37
4853,4943,Skoda Rapid 1.6,Skoda,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598,103.52,5,9.72
4854,4944,Maruti Swift Dzire,Maruti,Pune,2014,197000,Diesel,Manual,First,23.4,1248,74,5,5
4855,4945,Toyota Fortuner 3.0,Toyota,Pune,2009,138205,Diesel,Manual,Second,11.5,2982,171,7,10.5
4856,4946,Maruti Swift VDI,Maruti,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248,74,5,3.9
4857,4947,Honda City 1.5,Honda,Coimbatore,2012,67590,Petrol,Manual,First,17,1497,118,5,5.65
4858,4948,Mercedes-Benz M-Class ML,Mercedes-Benz,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143,203.2,5,29.95
4859,4949,Maruti Swift Ldi,Maruti,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248,75,5,3
4860,4950,Ford Aspire Titanium,Ford,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498,99,5,6
4861,4951,Hyundai i10 Sportz,Hyundai,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197,78.9,5,2.11
4862,4952,Fiat Punto 1.4,Fiat,Kolkata,2010,47000,Petrol,Manual,First,14.6,1620,113.1528635,5,1.49
4863,4953,Maruti Alto LXi,Maruti,Jaipur,2011,100000,Petrol,Manual,First,19.7,796,46.3,5,1.5
4864,4955,Maruti Swift VXI,Maruti,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197,81.8,5,2.85
4865,4956,Mercedes-Benz New C-Class,Mercedes-Benz,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143,170,5,33.64
4866,4957,Tata Indica V2,Tata,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5,0.91
4867,4958,Maruti Alto 800,Maruti,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796,47.3,5,2.42
4868,4959,Skoda Superb 2.8,Skoda,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771,193.1,5,3.25
4869,4960,Volkswagen Polo Petrol,Volkswagen,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198,73.9,5,2.8
4870,4961,Maruti Dzire AMT,Maruti,Coimbatore,2019,8018,Petrol,Automatic,First,22,1197,81.8,5,8.3
4871,4962,Mahindra Scorpio VLX,Mahindra,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179,120,8,5.25
4872,4963,Maruti Swift Vdi,Maruti,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248,75,5,2.9
4873,4964,BMW 3 Series,BMW,Pune,2013,71000,Diesel,Automatic,First,18.88,1995,184,5,15
4874,4965,Tata Nano STD,Tata,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624,37.5,4,0.53
4875,4966,Toyota Innova 2.5,Toyota,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494,100,8,12.5
4876,4967,Honda Brio S,Honda,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198,86.8,5,2.75
4877,4968,Tata Tiago AMT,Tata,Pune,2018,2000,Petrol,Automatic,First,23.84,1199,83.83,5,5
4878,4969,Mahindra Scorpio SLE,Mahindra,Kochi,2014,45239,Diesel,Manual,First,12.05,2179,120,8,7.09
4879,4970,BMW 5 Series,BMW,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995,218,5,19.99
4880,4971,Toyota Corolla Altis,Toyota,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364,87.2,5,10.75
4881,4972,Honda City i,Honda,Mumbai,2016,25000,Petrol,Automatic,First,18,1497,117.3,5,9.45
4882,4973,Hyundai Verna CRDi,Hyundai,Hyderabad,2008,109606,Diesel,Manual,First,22,1582,126.2,5,2.9
4883,4974,Maruti Swift Dzire,Maruti,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248,74,5,4.7
4884,4975,Maruti Ciaz ZXi,Maruti,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373,91.1,5,7.11
4885,4976,Ford Ecosport 1.5,Ford,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498,89.84,5,6.25
4886,4977,Maruti Alto K10,Maruti,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998,67.1,5,2.2
4887,4978,Honda Amaze V,Honda,Kochi,2019,25717,Petrol,Automatic,First,19,1199,88.76,5,8.86
4888,4979,Mahindra XUV500 W6,Mahindra,Delhi,2015,37000,Diesel,Manual,First,15.1,2179,140,7,9.3
4889,4980,Mahindra TUV 300,Mahindra,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493,100,7,7.57
4890,4981,Honda Jazz VX,Honda,Chennai,2017,8000,Petrol,Manual,First,18.2,1199,88.7,5,7.9
4891,4982,Maruti Swift VXI,Maruti,Kochi,2018,14589,Petrol,Manual,First,16.1,1298,88.2,5,5.65
4892,4983,Volkswagen Polo Petrol,Volkswagen,Delhi,2013,65088,Petrol,Manual,First,16.47,1198,73.9,5,3.25
4893,4984,Hyundai Creta 1.6,Hyundai,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582,126.2,5,16.27
4894,4985,Chevrolet Beat LS,Chevrolet,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199,79.4,5,3.21
4895,4986,Honda Amaze VX,Honda,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498,98.6,5,3.9
4896,4987,Mercedes-Benz E-Class 230,Mercedes-Benz,Mumbai,2008,77000,Petrol,Automatic,Second,10,2496,157.7,5,6.5
4897,4988,BMW 5 Series,BMW,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993,265,5,48
4898,4989,Audi A3 35,Audi,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968,143,5,18.9
4899,4990,Maruti Swift Dzire,Maruti,Pune,2015,131000,Diesel,Manual,First,26.59,1248,74,5,3.6
4900,4991,Maruti Swift Dzire,Maruti,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248,74,5,5.5
4901,4992,Toyota Innova 2.5,Toyota,Pune,2011,68000,Diesel,Manual,Second,12.8,2494,102,7,7
4902,4993,BMW X3 xDrive20d,BMW,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995,184,5,41.75
4903,4994,BMW 5 Series,BMW,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995,218,5,10.5
4904,4995,Mahindra XUV500 W8,Mahindra,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179,140,7,10.09
4905,4996,Honda City 1.5,Honda,Delhi,2009,71499,Petrol,Manual,First,17,1497,118,5,3
4906,4997,Force One LX,Force,Chennai,2014,50000,Diesel,Manual,First,17,2200,139.01,7,12
4907,4998,Volkswagen Polo 1.5,Volkswagen,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498,88,5,4.91
4908,4999,Honda Jazz S,Honda,Kolkata,2010,45000,Petrol,Manual,First,16,1198,90,5,2
4909,5000,Toyota Etios Liva,Toyota,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,5.3
4910,5001,Nissan Terrano XV,Nissan,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,7.22
4911,5002,BMW X3 xDrive,BMW,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995,190,5,32.57
4912,5003,Hyundai i20 1.2,Hyundai,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197,80,5,2.75
4913,5004,Maruti Eeco 5,Maruti,Kochi,2018,43912,CNG,Manual,First,15.1,1196,73,5,4.33
4914,5005,Ford Fiesta EXi,Ford,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399,68,5,3.75
4915,5006,Honda City 1.5,Honda,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497,118,5,5.91
4916,5007,Maruti Swift VDI,Maruti,Chennai,2013,87192,Diesel,Manual,First,25.2,1248,74,5,4.35
4917,5008,Hyundai Grand i10,Hyundai,Delhi,2014,58000,Diesel,Manual,First,24,1120,70,5,3.25
4918,5009,Audi Q7 45,Audi,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245,7,68
4919,5010,Volkswagen Ameo 1.2,Volkswagen,Mumbai,2016,16650,Petrol,Manual,First,17,1198,74,5,5.5
4920,5011,Honda City i,Honda,Kochi,2018,34696,Petrol,Automatic,First,18,1497,117.3,5,12.08
4921,5012,Maruti Baleno Alpha,Maruti,Kochi,2018,42243,Diesel,Manual,First,27.39,1248,74,5,7.48
4922,5013,Hyundai Grand i10,Hyundai,Jaipur,2016,57824,Diesel,Manual,First,24,1120,70,5,5.5
4923,5014,Maruti Swift Dzire,Maruti,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,3.5
4924,5015,Maruti Swift 1.3,Maruti,Delhi,2006,63000,Petrol,Manual,First,16.1,1620,113.1528635,5,1.6
4925,5016,Land Rover Freelander,Land,Delhi,2013,72000,Diesel,Automatic,First,0,2179,115,5,15.5
4926,5017,Toyota Fortuner 3.0,Toyota,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982,171,7,19
4927,5018,Honda Jazz VX,Honda,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,8.4
4928,5019,Maruti Vitara Brezza,Maruti,Pune,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,7.25
4929,5020,Maruti Swift Dzire,Maruti,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248,74,5,4.25
4930,5021,Skoda Rapid 1.5,Skoda,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,5.7
4931,5022,Land Rover Freelander,Land,Hyderabad,2013,46000,Diesel,Automatic,Second,0,2179,115,5,26
4932,5023,Maruti Alto 800,Maruti,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,2.49
4933,5024,Volkswagen Polo Petrol,Volkswagen,Pune,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,3
4934,5025,Honda City i,Honda,Delhi,2015,65000,Diesel,Manual,First,26,1498,98.6,5,5.95
4935,5026,Maruti Swift Dzire,Maruti,Delhi,2013,72000,Diesel,Manual,First,23.4,1248,74,5,2.69
4936,5027,Audi A4 2.0,Audi,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,26
4937,5028,Honda City i,Honda,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,5.5
4938,5029,Ford Figo Aspire,Ford,Chennai,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,4.85
4939,5030,Maruti Vitara Brezza,Maruti,Kochi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,8.39
4940,5031,Renault Duster 110PS,Renault,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,7.99
4941,5032,Hyundai i20 Active,Hyundai,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,6.95
4942,5033,Mahindra Logan Petrol,Mahindra,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390,75,5,1.5
4943,5034,Honda City ZX,Honda,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497,78,5,1.55
4944,5035,Ford Figo Petrol,Ford,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196,70,5,2.75
4945,5036,Renault Duster Petrol,Renault,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,4.25
4946,5037,Hyundai i10 Sportz,Hyundai,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,2.85
4947,5038,Land Rover Discovery,Land,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,56.14
4948,5039,Audi Q5 2008-2012,Audi,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984,208,5,10
4949,5040,Maruti Versa DX2,Maruti,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,1.25
4950,5041,Maruti Swift Dzire,Maruti,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248,74,5,7.5
4951,5042,Audi A4 2.0,Audi,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,25.81
4952,5043,Volkswagen Polo 1.2,Volkswagen,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198,74,5,4.3
4953,5044,Toyota Fortuner 3.0,Toyota,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982,171,7,11
4954,5045,Toyota Fortuner 3.0,Toyota,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982,171,7,11.75
4955,5046,Honda Accord 2.4,Honda,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,6.58
4956,5047,Maruti Swift ZDi,Maruti,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74,5,4.8
4957,5048,Skoda Fabia 1.2,Skoda,Pune,2008,61000,Petrol,Manual,Second,17.5,1198,70,5,1.65
4958,5049,Jeep Compass 2.0,Jeep,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170,5,15
4959,5050,Tata Nano Twist,Tata,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,1
4960,5051,Ford Fiesta 1.6,Ford,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596,101,5,1.65
4961,5052,Maruti Celerio ZDi,Maruti,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793,47,5,3.6
4962,5053,Toyota Fortuner 3.0,Toyota,Delhi,2011,86000,Diesel,Manual,First,11.5,2982,171,7,11.5
4963,5054,Maruti Celerio ZDi,Maruti,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793,47,5,3.6
4964,5055,Hyundai EON Era,Hyundai,Pune,2015,30158,Petrol,Manual,First,21.1,814,55.2,5,3.05
4965,5056,Ford Fiesta Diesel,Ford,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498,90,5,6
4966,5057,Volkswagen Polo 1.2,Volkswagen,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198,74,5,3.75
4967,5058,Volkswagen Polo 1.2,Volkswagen,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199,74,5,6.17
4968,5059,Maruti Vitara Brezza,Maruti,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,9.05
4969,5060,Honda Brio S,Honda,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,4.05
4970,5061,Maruti Swift Dzire,Maruti,Pune,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,4.25
4971,5062,Maruti Celerio LXI,Maruti,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,3.75
4972,5063,Hyundai Creta 1.6,Hyundai,Mumbai,2016,28000,Petrol,Automatic,First,13,1591,121.3,5,11.85
4973,5064,Ford Ecosport 1.5,Ford,Kochi,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,8.24
